Genre,Number of Games,Total Players,Average Playtime
1294760,0,"50,000 .. 100,000",285
259570,0,"50,000 .. 100,000",445
1103780,0,"50,000 .. 100,000",0
1672140,0,"50,000 .. 100,000",167
2823080,0,"50,000 .. 100,000",326
1913370,0,"50,000 .. 100,000",540
418110,0,"50,000 .. 100,000",41
552600,0,"50,000 .. 100,000",0
2896430,0,"50,000 .. 100,000",0
2709380,0,"50,000 .. 100,000",0
1501760,0,"50,000 .. 100,000",0
1215980,0,"50,000 .. 100,000",0
2275020,0,"50,000 .. 100,000",183
330570,0,"50,000 .. 100,000",14
2469200,0,"50,000 .. 100,000",165
1679800,0,"50,000 .. 100,000",0
1772840,0,"50,000 .. 100,000",0
1128500,0,"50,000 .. 100,000",0
690980,0,"50,000 .. 100,000",0
1530750,0,"50,000 .. 100,000",125
951240,0,"50,000 .. 100,000",1798
1125240,0,"50,000 .. 100,000",119
420930,0,"50,000 .. 100,000",811
3428860,0,"50,000 .. 100,000",0
1837060,0,"50,000 .. 100,000",0
1617360,0,"50,000 .. 100,000",0
1687940,0,"50,000 .. 100,000",1076
643810,0,"50,000 .. 100,000",98
1527910,0,"50,000 .. 100,000",0
2503770,0,"50,000 .. 100,000",1218
604230,0,"50,000 .. 100,000",0
2070880,0,"50,000 .. 100,000",0
1610520,0,"50,000 .. 100,000",115
2152990,0,"50,000 .. 100,000",0
1857080,0,"50,000 .. 100,000",216
790060,0,"50,000 .. 100,000",2193
2555430,0,"50,000 .. 100,000",750
2399160,0,"50,000 .. 100,000",3879
671310,0,"50,000 .. 100,000",19
1002850,0,"50,000 .. 100,000",0
979560,0,"50,000 .. 100,000",5643
2464880,0,"50,000 .. 100,000",715
263200,0,"50,000 .. 100,000",1611
1708460,0,"50,000 .. 100,000",186
830580,0,"50,000 .. 100,000",0
1361660,0,"50,000 .. 100,000",0
1686520,0,"50,000 .. 100,000",0
1067810,0,"50,000 .. 100,000",0
2147380,0,"50,000 .. 100,000",221
1621560,0,"50,000 .. 100,000",480
1005930,0,"50,000 .. 100,000",1077
734330,0,"50,000 .. 100,000",0
585630,0,"50,000 .. 100,000",0
1289800,0,"50,000 .. 100,000",310
1528970,0,"50,000 .. 100,000",0
1926670,0,"50,000 .. 100,000",0
574070,0,"50,000 .. 100,000",93
2007530,0,"50,000 .. 100,000",555
2450700,0,"50,000 .. 100,000",1471
842780,0,"50,000 .. 100,000",731
956580,0,"50,000 .. 100,000",0
2880850,0,"50,000 .. 100,000",0
3415130,0,"50,000 .. 100,000",0
1392540,0,"50,000 .. 100,000",0
1679060,0,"50,000 .. 100,000",0
1857650,0,"50,000 .. 100,000",0
1393500,0,"50,000 .. 100,000",4093
1235360,0,"50,000 .. 100,000",321
368860,0,"50,000 .. 100,000",93
1800940,0,"50,000 .. 100,000",182
1822550,0,"50,000 .. 100,000",902
490920,0,"50,000 .. 100,000",681
1813170,0,"50,000 .. 100,000",167
623310,0,"50,000 .. 100,000",802
2703690,0,"50,000 .. 100,000",0
1889520,0,"50,000 .. 100,000",0
474220,0,"50,000 .. 100,000",91
658980,0,"50,000 .. 100,000",657
1078000,0,"50,000 .. 100,000",88
2382520,0,"50,000 .. 100,000",338
1465890,0,"50,000 .. 100,000",270
1697110,0,"50,000 .. 100,000",0
1030770,0,"50,000 .. 100,000",0
412310,0,"50,000 .. 100,000",125
1520290,0,"50,000 .. 100,000",0
1101910,0,"50,000 .. 100,000",0
1152090,0,"50,000 .. 100,000",110
1769420,0,"50,000 .. 100,000",631
1519140,0,"50,000 .. 100,000",0
2154230,0,"50,000 .. 100,000",219
379210,0,"50,000 .. 100,000",452
3158270,0,"50,000 .. 100,000",253
1203190,0,"50,000 .. 100,000",213
2523890,0,"50,000 .. 100,000",33
1315070,0,"50,000 .. 100,000",0
1268400,0,"50,000 .. 100,000",0
1175390,0,"50,000 .. 100,000",214
2069920,0,"50,000 .. 100,000",0
2309400,0,"50,000 .. 100,000",171
1017410,0,"50,000 .. 100,000",127
1149400,0,"50,000 .. 100,000",0
2722330,0,"50,000 .. 100,000",0
489240,0,"50,000 .. 100,000",857
432170,0,"50,000 .. 100,000",376
595430,0,"50,000 .. 100,000",0
1910680,0,"50,000 .. 100,000",2240
2601730,0,"50,000 .. 100,000",0
3110710,0,"50,000 .. 100,000",0
709820,0,"50,000 .. 100,000",5
854110,0,"50,000 .. 100,000",0
1636850,0,"50,000 .. 100,000",164
1219590,0,"50,000 .. 100,000",0
2184350,0,"50,000 .. 100,000",69
330460,0,"50,000 .. 100,000",1522
2607060,0,"50,000 .. 100,000",834
2622350,0,"50,000 .. 100,000",0
2398760,0,"50,000 .. 100,000",0
644670,0,"50,000 .. 100,000",165
978840,0,"50,000 .. 100,000",0
449000,0,"50,000 .. 100,000",10
2086140,0,"50,000 .. 100,000",498
2347940,0,"50,000 .. 100,000",450
1071140,0,"50,000 .. 100,000",436
1662210,0,"50,000 .. 100,000",1557
1168250,0,"50,000 .. 100,000",0
1281150,0,"50,000 .. 100,000",0
886160,0,"50,000 .. 100,000",0
2898270,0,"50,000 .. 100,000",497
2353250,0,"50,000 .. 100,000",643
1783080,0,"50,000 .. 100,000",0
1081560,0,"50,000 .. 100,000",0
356510,0,"50,000 .. 100,000",0
937350,0,"50,000 .. 100,000",0
1876880,0,"50,000 .. 100,000",1029
392080,0,"50,000 .. 100,000",8125
2871370,0,"50,000 .. 100,000",0
1627280,0,"50,000 .. 100,000",0
576940,0,"50,000 .. 100,000",11
1631930,0,"50,000 .. 100,000",0
491470,0,"50,000 .. 100,000",157
873270,0,"50,000 .. 100,000",564
964650,0,"50,000 .. 100,000",502
817360,0,"50,000 .. 100,000",18
622470,0,"50,000 .. 100,000",12
613590,0,"50,000 .. 100,000",32
1552940,0,"50,000 .. 100,000",0
1756320,0,"50,000 .. 100,000",0
1655800,0,"50,000 .. 100,000",0
1850070,0,"50,000 .. 100,000",0
1377540,0,"50,000 .. 100,000",31
1082450,0,"50,000 .. 100,000",300
1734390,0,"50,000 .. 100,000",183
589770,0,"50,000 .. 100,000",242
1987110,0,"50,000 .. 100,000",0
845160,0,"50,000 .. 100,000",0
1715370,0,"50,000 .. 100,000",0
1966300,0,"50,000 .. 100,000",0
1855040,0,"50,000 .. 100,000",0
2218680,0,"50,000 .. 100,000",1214
561440,0,"50,000 .. 100,000",0
2143950,0,"50,000 .. 100,000",75
1234040,0,"50,000 .. 100,000",85
607460,0,"50,000 .. 100,000",18
2179290,0,"50,000 .. 100,000",156
2360210,0,"50,000 .. 100,000",1018
2796180,0,"50,000 .. 100,000",126
949000,0,"50,000 .. 100,000",55
2689120,0,"50,000 .. 100,000",270
1213300,0,"50,000 .. 100,000",515
3418300,0,"50,000 .. 100,000",0
634070,0,"50,000 .. 100,000",10
422420,0,"50,000 .. 100,000",43
2184270,0,"50,000 .. 100,000",0
2072340,0,"50,000 .. 100,000",0
907050,0,"50,000 .. 100,000",0
616610,0,"50,000 .. 100,000",0
1012610,0,"50,000 .. 100,000",4998
777390,0,"50,000 .. 100,000",4419
1469750,0,"50,000 .. 100,000",0
1066420,0,"50,000 .. 100,000",0
1084980,0,"50,000 .. 100,000",0
1975580,0,"50,000 .. 100,000",153
3409720,0,"50,000 .. 100,000",0
3130720,0,"50,000 .. 100,000",0
1075140,0,"50,000 .. 100,000",0
994520,0,"50,000 .. 100,000",0
1590010,0,"50,000 .. 100,000",0
1496240,0,"50,000 .. 100,000",0
673580,0,"50,000 .. 100,000",0
529060,0,"50,000 .. 100,000",0
448570,0,"50,000 .. 100,000",70
1090250,0,"50,000 .. 100,000",103
1726130,0,"50,000 .. 100,000",235
711980,0,"50,000 .. 100,000",305
444620,0,"50,000 .. 100,000",260
2910400,0,"50,000 .. 100,000",0
407620,0,"50,000 .. 100,000",438
2113140,0,"50,000 .. 100,000",0
1566460,0,"50,000 .. 100,000",0
2104920,0,"50,000 .. 100,000",209
358080,0,"50,000 .. 100,000",353
624890,0,"50,000 .. 100,000",0
1333410,0,"50,000 .. 100,000",0
998660,0,"50,000 .. 100,000",0
1810960,0,"50,000 .. 100,000",0
1328990,0,"50,000 .. 100,000",112
314230,0,"50,000 .. 100,000",239
2285180,0,"50,000 .. 100,000",0
679400,0,"50,000 .. 100,000",45
1748750,0,"50,000 .. 100,000",137
1197580,0,"50,000 .. 100,000",0
1608620,0,"50,000 .. 100,000",0
2235350,0,"50,000 .. 100,000",0
528580,0,"50,000 .. 100,000",16
1120850,0,"50,000 .. 100,000",0
483680,0,"50,000 .. 100,000",98
1648190,0,"50,000 .. 100,000",326
1373220,0,"50,000 .. 100,000",397
858590,0,"50,000 .. 100,000",161
2073910,0,"50,000 .. 100,000",148
1567680,0,"50,000 .. 100,000",0
882280,0,"50,000 .. 100,000",0
1379580,0,"50,000 .. 100,000",0
1666600,0,"50,000 .. 100,000",0
1033410,0,"50,000 .. 100,000",2760
2304620,0,"50,000 .. 100,000",313
3072780,0,"50,000 .. 100,000",0
408990,0,"50,000 .. 100,000",584
995050,0,"50,000 .. 100,000",138
1800650,0,"50,000 .. 100,000",0
2692580,0,"50,000 .. 100,000",0
2655800,0,"50,000 .. 100,000",0
2438680,0,"50,000 .. 100,000",673
2285620,0,"50,000 .. 100,000",0
15540,0,"50,000 .. 100,000",102
1772350,0,"50,000 .. 100,000",0
771250,0,"50,000 .. 100,000",11
1721350,0,"50,000 .. 100,000",123
1516750,0,"50,000 .. 100,000",2012
1203180,0,"50,000 .. 100,000",105
1035760,0,"50,000 .. 100,000",31
2194190,0,"50,000 .. 100,000",0
1222210,0,"50,000 .. 100,000",132
3478880,0,"50,000 .. 100,000",0
2868860,0,"50,000 .. 100,000",2795
1971770,0,"50,000 .. 100,000",0
1210260,0,"50,000 .. 100,000",0
991740,0,"50,000 .. 100,000",0
1704180,0,"50,000 .. 100,000",0
679270,0,"50,000 .. 100,000",582
1911640,0,"50,000 .. 100,000",0
1723730,0,"50,000 .. 100,000",0
1206410,0,"50,000 .. 100,000",363
642390,0,"50,000 .. 100,000",61
2004080,0,"50,000 .. 100,000",56
1713350,0,"50,000 .. 100,000",209
979710,0,"50,000 .. 100,000",2189
1184770,0,"50,000 .. 100,000",3132
490990,0,"50,000 .. 100,000",85
1170230,0,"50,000 .. 100,000",280
426590,0,"50,000 .. 100,000",317
1377280,0,"50,000 .. 100,000",0
821060,0,"50,000 .. 100,000",384
2449270,0,"50,000 .. 100,000",0
434530,0,"50,000 .. 100,000",1715
1384620,0,"50,000 .. 100,000",0
792990,0,"50,000 .. 100,000",374
489460,0,"50,000 .. 100,000",535
717790,0,"50,000 .. 100,000",110
2458830,0,"50,000 .. 100,000",394
1591420,0,"50,000 .. 100,000",1237
1423330,0,"50,000 .. 100,000",179
1283130,0,"50,000 .. 100,000",0
2455460,0,"50,000 .. 100,000",0
712080,0,"50,000 .. 100,000",0
1595380,0,"50,000 .. 100,000",0
2779800,0,"50,000 .. 100,000",0
738500,0,"50,000 .. 100,000",73
1473640,0,"50,000 .. 100,000",0
2598290,0,"50,000 .. 100,000",0
1877320,0,"50,000 .. 100,000",0
1876070,0,"50,000 .. 100,000",0
1376870,0,"50,000 .. 100,000",0
801910,0,"50,000 .. 100,000",17
1895220,0,"50,000 .. 100,000",0
1823670,0,"50,000 .. 100,000",0
927860,0,"50,000 .. 100,000",0
708680,0,"50,000 .. 100,000",39
723410,0,"50,000 .. 100,000",0
1514980,0,"50,000 .. 100,000",87
659500,0,"50,000 .. 100,000",0
563360,0,"50,000 .. 100,000",267
1988940,0,"50,000 .. 100,000",0
1960480,0,"50,000 .. 100,000",35
3700000,0,"50,000 .. 100,000",0
999270,0,"50,000 .. 100,000",0
2082350,0,"50,000 .. 100,000",622
1320100,0,"50,000 .. 100,000",70
412450,0,"50,000 .. 100,000",905
1823080,0,"50,000 .. 100,000",0
1352540,0,"50,000 .. 100,000",0
805520,0,"50,000 .. 100,000",0
705770,0,"50,000 .. 100,000",0
864020,0,"50,000 .. 100,000",0
1566830,0,"50,000 .. 100,000",0
1521780,0,"50,000 .. 100,000",0
1119690,0,"50,000 .. 100,000",0
1672690,0,"50,000 .. 100,000",0
1691480,0,"50,000 .. 100,000",0
734290,0,"50,000 .. 100,000",1303
569770,0,"50,000 .. 100,000",422
2456350,0,"50,000 .. 100,000",117
1823950,0,"50,000 .. 100,000",358
983380,0,"50,000 .. 100,000",424
696220,0,"50,000 .. 100,000",133
2637940,0,"50,000 .. 100,000",356
1818640,0,"50,000 .. 100,000",0
3551630,0,"50,000 .. 100,000",0
3436970,0,"50,000 .. 100,000",0
1518990,0,"50,000 .. 100,000",0
1480210,0,"50,000 .. 100,000",0
1337170,0,"50,000 .. 100,000",0
1565660,0,"50,000 .. 100,000",0
1234260,0,"50,000 .. 100,000",0
970800,0,"50,000 .. 100,000",0
386600,0,"50,000 .. 100,000",80
1226990,0,"50,000 .. 100,000",262
1188540,0,"50,000 .. 100,000",181
1601330,0,"50,000 .. 100,000",245
735460,0,"50,000 .. 100,000",13
2217680,0,"50,000 .. 100,000",0
1864710,0,"50,000 .. 100,000",0
2816810,0,"50,000 .. 100,000",0
346610,0,"50,000 .. 100,000",32
1972910,0,"50,000 .. 100,000",0
1786070,0,"50,000 .. 100,000",60
1090100,0,"50,000 .. 100,000",0
1168610,0,"50,000 .. 100,000",141
814740,0,"50,000 .. 100,000",609
1714900,0,"50,000 .. 100,000",212
1296540,0,"50,000 .. 100,000",222
1269690,0,"50,000 .. 100,000",990
2570210,0,"50,000 .. 100,000",1004
1347550,0,"50,000 .. 100,000",151
420880,0,"50,000 .. 100,000",13
393390,0,"50,000 .. 100,000",52
1491120,0,"50,000 .. 100,000",0
1403230,0,"50,000 .. 100,000",0
2736520,0,"50,000 .. 100,000",0
1720980,0,"20,000 .. 50,000",0
1129210,0,"20,000 .. 50,000",0
458410,0,"20,000 .. 50,000",0
2084450,0,"20,000 .. 50,000",151
2186700,0,"20,000 .. 50,000",152
2313720,0,"20,000 .. 50,000",14
1140150,0,"20,000 .. 50,000",2969
1832780,0,"20,000 .. 50,000",0
619540,0,"20,000 .. 50,000",272
868150,0,"20,000 .. 50,000",58
868080,0,"20,000 .. 50,000",206
1077290,0,"20,000 .. 50,000",63
1095260,0,"20,000 .. 50,000",71
1687020,0,"20,000 .. 50,000",0
1907520,0,"20,000 .. 50,000",0
1404500,0,"20,000 .. 50,000",0
3022510,0,"20,000 .. 50,000",0
2304900,0,"20,000 .. 50,000",0
1914790,0,"20,000 .. 50,000",0
2297540,0,"20,000 .. 50,000",0
2347390,0,"20,000 .. 50,000",0
1803550,0,"20,000 .. 50,000",3058
269610,0,"20,000 .. 50,000",29
2176900,0,"20,000 .. 50,000",0
511090,0,"20,000 .. 50,000",70
2294280,0,"20,000 .. 50,000",0
1536730,0,"20,000 .. 50,000",0
659960,0,"20,000 .. 50,000",43
1172830,0,"20,000 .. 50,000",0
487250,0,"20,000 .. 50,000",9
1349130,0,"20,000 .. 50,000",0
1906870,0,"20,000 .. 50,000",0
1677500,0,"20,000 .. 50,000",0
1817110,0,"20,000 .. 50,000",0
661450,0,"20,000 .. 50,000",0
1819770,0,"20,000 .. 50,000",0
1484100,0,"20,000 .. 50,000",0
1874660,0,"20,000 .. 50,000",0
1541710,0,"20,000 .. 50,000",0
1078610,0,"20,000 .. 50,000",0
1194720,0,"20,000 .. 50,000",0
355500,0,"20,000 .. 50,000",0
1648730,0,"20,000 .. 50,000",0
373750,0,"20,000 .. 50,000",1011
998400,0,"20,000 .. 50,000",205
1864950,0,"20,000 .. 50,000",1004
2164200,0,"20,000 .. 50,000",85
941850,0,"20,000 .. 50,000",32
1090760,0,"20,000 .. 50,000",0
923530,0,"20,000 .. 50,000",0
595110,0,"20,000 .. 50,000",145
1630370,0,"20,000 .. 50,000",0
1669130,0,"20,000 .. 50,000",0
2801280,0,"20,000 .. 50,000",0
1399040,0,"20,000 .. 50,000",0
682420,0,"20,000 .. 50,000",0
2007700,0,"20,000 .. 50,000",0
2167100,0,"20,000 .. 50,000",0
602140,0,"20,000 .. 50,000",27
1887020,0,"20,000 .. 50,000",2845
655290,0,"20,000 .. 50,000",158
342940,0,"20,000 .. 50,000",1207
3267430,0,"20,000 .. 50,000",216
527790,0,"20,000 .. 50,000",235
2001070,0,"20,000 .. 50,000",566
1502010,0,"20,000 .. 50,000",0
389530,0,"20,000 .. 50,000",0
1825900,0,"20,000 .. 50,000",0
2613530,0,"20,000 .. 50,000",0
2467810,0,"20,000 .. 50,000",253
2268000,0,"20,000 .. 50,000",0
945540,0,"20,000 .. 50,000",0
1841200,0,"20,000 .. 50,000",0
2980050,0,"20,000 .. 50,000",0
2083800,0,"20,000 .. 50,000",0
2413050,0,"20,000 .. 50,000",35
1216230,0,"20,000 .. 50,000",229
752900,0,"20,000 .. 50,000",963
1107320,0,"20,000 .. 50,000",936
1531020,0,"20,000 .. 50,000",0
645230,0,"20,000 .. 50,000",0
448640,0,"20,000 .. 50,000",241
1528860,0,"20,000 .. 50,000",0
386590,0,"20,000 .. 50,000",229
3408110,0,"20,000 .. 50,000",341
521330,0,"20,000 .. 50,000",905
2847830,0,"20,000 .. 50,000",0
857860,0,"20,000 .. 50,000",2
2764510,0,"20,000 .. 50,000",0
322300,0,"20,000 .. 50,000",236
915060,0,"20,000 .. 50,000",0
1145860,0,"20,000 .. 50,000",0
1467340,0,"20,000 .. 50,000",0
2306710,0,"20,000 .. 50,000",0
389980,0,"20,000 .. 50,000",323
2395760,0,"20,000 .. 50,000",0
522130,0,"20,000 .. 50,000",0
885440,0,"20,000 .. 50,000",0
404550,0,"20,000 .. 50,000",406
1391530,0,"20,000 .. 50,000",52
2849680,0,"20,000 .. 50,000",44
568580,0,"20,000 .. 50,000",13
1975520,0,"20,000 .. 50,000",498
321830,0,"20,000 .. 50,000",292
2963720,0,"20,000 .. 50,000",0
3164130,0,"20,000 .. 50,000",0
778620,0,"20,000 .. 50,000",0
700060,0,"20,000 .. 50,000",0
2177210,0,"20,000 .. 50,000",0
1955100,0,"20,000 .. 50,000",0
765800,0,"20,000 .. 50,000",0
732510,0,"20,000 .. 50,000",0
2800450,0,"20,000 .. 50,000",18
899930,0,"20,000 .. 50,000",0
555400,0,"20,000 .. 50,000",43
377060,0,"20,000 .. 50,000",972
1893820,0,"20,000 .. 50,000",433
936720,0,"20,000 .. 50,000",433
2669860,0,"20,000 .. 50,000",698
503240,0,"20,000 .. 50,000",266
311800,0,"20,000 .. 50,000",927
1097300,0,"20,000 .. 50,000",0
524380,0,"20,000 .. 50,000",0
2679220,0,"20,000 .. 50,000",0
1838670,0,"20,000 .. 50,000",0
1565250,0,"20,000 .. 50,000",0
1497770,0,"20,000 .. 50,000",0
2793380,0,"20,000 .. 50,000",7
587540,0,"20,000 .. 50,000",0
1048790,0,"20,000 .. 50,000",0
1241810,0,"20,000 .. 50,000",0
1773440,0,"20,000 .. 50,000",0
1436280,0,"20,000 .. 50,000",0
1485970,0,"20,000 .. 50,000",0
719590,0,"20,000 .. 50,000",859
531660,0,"20,000 .. 50,000",12
929060,0,"20,000 .. 50,000",0
246300,0,"20,000 .. 50,000",78
1424910,0,"20,000 .. 50,000",0
2113900,0,"20,000 .. 50,000",473
1116540,0,"20,000 .. 50,000",321
2788040,0,"20,000 .. 50,000",205
372820,0,"20,000 .. 50,000",224
1657810,0,"20,000 .. 50,000",0
2282350,0,"20,000 .. 50,000",0
3132860,0,"20,000 .. 50,000",472
677450,0,"20,000 .. 50,000",39
1998040,0,"20,000 .. 50,000",0
2572320,0,"20,000 .. 50,000",0
1501390,0,"20,000 .. 50,000",0
3302850,0,"20,000 .. 50,000",0
2289590,0,"20,000 .. 50,000",0
3024710,0,"20,000 .. 50,000",0
2707490,0,"20,000 .. 50,000",283
1617800,0,"20,000 .. 50,000",0
1242730,0,"20,000 .. 50,000",0
2462790,0,"20,000 .. 50,000",0
1039110,0,"20,000 .. 50,000",0
378850,0,"20,000 .. 50,000",274
664090,0,"20,000 .. 50,000",19
1693280,0,"20,000 .. 50,000",636
1822450,0,"20,000 .. 50,000",691
1310510,0,"20,000 .. 50,000",140
666020,0,"20,000 .. 50,000",48
480500,0,"20,000 .. 50,000",7
1487940,0,"20,000 .. 50,000",35
622920,0,"20,000 .. 50,000",232
1070840,0,"20,000 .. 50,000",66
3303790,0,"20,000 .. 50,000",0
1829470,0,"20,000 .. 50,000",82
857760,0,"20,000 .. 50,000",0
1372220,0,"20,000 .. 50,000",385
2529280,0,"20,000 .. 50,000",0
530560,0,"20,000 .. 50,000",237
1449540,0,"20,000 .. 50,000",0
3255650,0,"20,000 .. 50,000",0
828240,0,"20,000 .. 50,000",0
825190,0,"20,000 .. 50,000",41
780720,0,"20,000 .. 50,000",0
2340190,0,"20,000 .. 50,000",0
3064550,0,"20,000 .. 50,000",0
1658870,0,"20,000 .. 50,000",60
1946300,0,"20,000 .. 50,000",3
1460750,0,"20,000 .. 50,000",172
1839820,0,"20,000 .. 50,000",155
3201910,0,"20,000 .. 50,000",286
3587260,0,"20,000 .. 50,000",0
3111080,0,"20,000 .. 50,000",98
2271930,0,"20,000 .. 50,000",2332
2027860,0,"20,000 .. 50,000",0
1753270,0,"20,000 .. 50,000",0
865850,0,"20,000 .. 50,000",1774
566430,0,"20,000 .. 50,000",253
1254400,0,"20,000 .. 50,000",51
1361790,0,"20,000 .. 50,000",0
2400190,0,"20,000 .. 50,000",0
2267680,0,"20,000 .. 50,000",0
2696190,0,"20,000 .. 50,000",0
3456880,0,"20,000 .. 50,000",0
2283630,0,"20,000 .. 50,000",0
3196570,0,"20,000 .. 50,000",0
2879770,0,"20,000 .. 50,000",0
1009040,0,"20,000 .. 50,000",0
1324730,0,"20,000 .. 50,000",0
944120,0,"20,000 .. 50,000",0
931260,0,"20,000 .. 50,000",0
2236270,0,"20,000 .. 50,000",0
1650250,0,"20,000 .. 50,000",52
836850,0,"20,000 .. 50,000",86
2547120,0,"20,000 .. 50,000",0
2076260,0,"20,000 .. 50,000",0
1724440,0,"20,000 .. 50,000",87
900400,0,"20,000 .. 50,000",200
2340500,0,"20,000 .. 50,000",179
1193630,0,"20,000 .. 50,000",0
890570,0,"20,000 .. 50,000",484
1084360,0,"20,000 .. 50,000",0
722540,0,"20,000 .. 50,000",0
1435630,0,"20,000 .. 50,000",0
1506010,0,"20,000 .. 50,000",0
2064160,0,"20,000 .. 50,000",0
1323190,0,"20,000 .. 50,000",0
2099610,0,"20,000 .. 50,000",0
498700,0,"20,000 .. 50,000",387
1175490,0,"20,000 .. 50,000",0
1207840,0,"20,000 .. 50,000",0
1509770,0,"20,000 .. 50,000",0
2535570,0,"20,000 .. 50,000",0
1433440,0,"20,000 .. 50,000",0
1501740,0,"20,000 .. 50,000",0
1440450,0,"20,000 .. 50,000",0
1464220,0,"20,000 .. 50,000",13
809210,0,"20,000 .. 50,000",179
2055500,0,"20,000 .. 50,000",169
1195560,0,"20,000 .. 50,000",2019
1520270,0,"20,000 .. 50,000",381
1890950,0,"20,000 .. 50,000",25
754500,0,"20,000 .. 50,000",2001
2154240,0,"20,000 .. 50,000",10
1548870,0,"20,000 .. 50,000",0
305960,0,"20,000 .. 50,000",25
1385180,0,"20,000 .. 50,000",0
741320,0,"20,000 .. 50,000",12
905380,0,"20,000 .. 50,000",0
339820,0,"20,000 .. 50,000",235
1789340,0,"20,000 .. 50,000",0
2704270,0,"20,000 .. 50,000",0
1963080,0,"20,000 .. 50,000",0
1335210,0,"20,000 .. 50,000",0
545840,0,"20,000 .. 50,000",0
885730,0,"20,000 .. 50,000",0
1256550,0,"20,000 .. 50,000",0
848310,0,"20,000 .. 50,000",72
1490010,0,"20,000 .. 50,000",0
1281280,0,"20,000 .. 50,000",0
1648800,0,"20,000 .. 50,000",0
416260,0,"20,000 .. 50,000",141
987910,0,"20,000 .. 50,000",0
510370,0,"20,000 .. 50,000",0
513880,0,"20,000 .. 50,000",823
707590,0,"20,000 .. 50,000",2937
2716930,0,"20,000 .. 50,000",310
1054340,0,"20,000 .. 50,000",722
1585020,0,"20,000 .. 50,000",313
1366950,0,"20,000 .. 50,000",160
3169580,0,"20,000 .. 50,000",444
922620,0,"20,000 .. 50,000",0
1922550,0,"20,000 .. 50,000",0
622040,0,"20,000 .. 50,000",36
257930,0,"20,000 .. 50,000",65
614860,0,"20,000 .. 50,000",102
966180,0,"20,000 .. 50,000",0
1500760,0,"20,000 .. 50,000",0
2536660,0,"20,000 .. 50,000",0
1525210,0,"20,000 .. 50,000",0
2828770,0,"20,000 .. 50,000",0
2151820,0,"20,000 .. 50,000",0
1184790,0,"20,000 .. 50,000",80
1337810,0,"20,000 .. 50,000",0
1297200,0,"20,000 .. 50,000",0
570500,0,"20,000 .. 50,000",290
2456240,0,"20,000 .. 50,000",0
1548640,0,"20,000 .. 50,000",0
514200,0,"20,000 .. 50,000",0
2120680,0,"20,000 .. 50,000",0
1927520,0,"20,000 .. 50,000",0
1295230,0,"20,000 .. 50,000",0
1807480,0,"20,000 .. 50,000",0
399720,0,"20,000 .. 50,000",0
1209750,0,"20,000 .. 50,000",0
2803360,0,"20,000 .. 50,000",1137
223490,0,"20,000 .. 50,000",486
2929730,0,"20,000 .. 50,000",163
1700270,0,"20,000 .. 50,000",470
1833380,0,"20,000 .. 50,000",0
1248650,0,"20,000 .. 50,000",0
297310,0,"20,000 .. 50,000",24
840130,0,"20,000 .. 50,000",0
3400090,0,"20,000 .. 50,000",0
464470,0,"20,000 .. 50,000",424
350220,0,"20,000 .. 50,000",0
1481630,0,"20,000 .. 50,000",0
612610,0,"20,000 .. 50,000",18
2326210,0,"20,000 .. 50,000",0
1180840,0,"20,000 .. 50,000",0
1361100,0,"20,000 .. 50,000",0
1315100,0,"20,000 .. 50,000",0
963290,0,"20,000 .. 50,000",0
665040,0,"20,000 .. 50,000",9
2805060,0,"20,000 .. 50,000",782
2361460,0,"20,000 .. 50,000",173
1463020,0,"20,000 .. 50,000",0
458830,0,"20,000 .. 50,000",230
1682050,0,"20,000 .. 50,000",111
3434530,0,"20,000 .. 50,000",0
